NFYA_NFYB_NFYC
BTRC_CUL1_SKP1
NFKB1_RELA
CHUK_IKBKB_IKBKG
CCNB1_CDK1
CCND1_CDK4
COP1_CUL4A_DDB1_DET1_RBX1
AGO2_DICER1_TARBP2
DDB1_DDB2
EXT1_EXT2
MLH1_PMS1
MLH1_PMS2
MSH2_MSH6
NONO_SFPQ
RAD51B_RAD51C
POU5F1_SOX2
CCNA2_CDK2
ASH2L_DPY30_RBBP5_WDR5
NOTCH1_RBPJ
ATG13_RB1CC1_ULK1
TSC1_TSC2
RFX5_RFXANK_RFXAP
PRKDC_XRCC5_XRCC6
DR1_DRAP1
RRAGA_RRAGD
CRBN_CUL4A_DDB1_RBX1
IRF9_STAT1_STAT2
AEBP2_EED_EZH2_RBBP4_SUZ12
NAE1_UBA3
CUL1_SKP1_SKP2
GUCY1A2_GUCY1B1
GUCY1A1_GUCY1B1
CCND1_CDK6
MRE11_NBN_RAD50
PPP3CA_PPP3R1
PIK3CA_PIK3R1
DDX20_GEMIN2_GEMIN4_GEMIN5_GEMIN6_GEMIN7_SMN2
ITGA2_ITGB1
ITGA3_ITGB1
ITGA4_ITGB1
ITGA5_ITGB1
ITGA6_ITGB1
ITGA8_ITGB1
ITGA9_ITGB1
ITGA10_ITGB1
ITGA11_ITGB1
ITGA2B_ITGB3
ITGA6_ITGB4
ITGAV_ITGB1
ITGAV_ITGB3
ITGAV_ITGB5
ITGAV_ITGB6
DEPDC5_NPRL2_NPRL3
MIOS_SEC13_SEH1L_WDR24_WDR59
ARNTL_CLOCK
CBFB_RUNX1
LRP5_LRP6
APAF1_CASP9_CYCS
CCND3_CDK6
CCNT1_CDK9
BECN1_PIK3C3_PIK3R4_UVRAG
AP3B1_AP3D1_AP3M1_AP3S1
AP1B1_AP1G1_AP1M1_AP1S1
HPS3_HPS5_HPS6
HPS1_HPS4
WASHC1_WASHC2C_WASHC3_WASHC4_WASHC5
POLA1_POLA2_PRIM1_PRIM2
MCM2_MCM3_MCM4_MCM5_MCM6_MCM7
VIPAS39_VPS33B
ABI1_BRK1_CYFIP1_NCKAP1_WASF2
HAUS1_HAUS2_HAUS3_HAUS4_HAUS5_HAUS6_HAUS7_HAUS8
BBIP1_BBS1_BBS2_BBS4_BBS5_BBS7_BBS9_TTC8
CASP2_CRADD_PIDD1
S100A8_S100A9
SAE1_UBA2
BARD1_BRCA1
FAAP100_FAAP24_FANCA_FANCB_FANCC_FANCE_FANCF_FANCG_FANCL_FANCM
ACD_POT1_TERF1_TERF2_TERF2IP_TINF2
C1QA_C1QB_C1QC
FGA_FGB_FGG
GABBR1_GABBR2
NCAPD2_NCAPG_NCAPH_SMC2_SMC4
NCAPD3_NCAPG2_NCAPH2_SMC2_SMC4
KAT8_MSL1_MSL2_MSL3
SF3A1_SF3A2_SF3A3
LIG4_XRCC4
DGCR8_DROSHA
HDAC1_HDAC2_SIN3A
HDAC1_HDAC2_MECP2_SIN3A
NDC80_NUF2_SPC24_SPC25
SKA1_SKA2_SKA3
UPF1_UPF2_UPF3B
CASC3_EIF4A3_MAGOH_RBM8A
RFC1_RFC2_RFC3_RFC4_RFC5
POLE_POLE2_POLE3_POLE4
POLG_POLG2
BLOC1S1_BLOC1S2_BLOC1S3_BLOC1S4_BLOC1S5_BLOC1S6_DTNBP1_SNAPIN
BUB1B_BUB3_CDC20_MAD2L1
CLP1_PCF11
GTF2F1_GTF2F2
GTF2A1_GTF2A2
IDH3A_IDH3B_IDH3G
SUCLG1_SUCLG2
EIF3A_EIF3B_EIF3C_EIF3D_EIF3E_EIF3F_EIF3G_EIF3H_EIF3I_EIF3J_EIF3K_EIF3L_EIF3M
HCFC1_KANSL1_KANSL2_KANSL3_KAT8_MCRS1_OGT_PHF20_WDR5
ARNT_HIF1A
ORC1_ORC2_ORC3_ORC4_ORC5_ORC6
CCNA2_CDK1
TOMM20_TOMM22_TOMM40_TOMM5_TOMM6_TOMM7_TOMM70
ASH2L_DPY30_KMT2A_RBBP5_WDR5
DSN1_KNL1_MIS12_NDC80_NSL1_NUF2_PMF1_SPC24_SPC25_ZWINT
BCL6_HDAC4
BCL6_HDAC5
BCL6_HDAC7
CREBBP_EP300_KAT2B_NCOA3
CDS1_MUS81
CORO2A_GPS2_HDAC3_NCOR1_TBL1X_TBL1XR1
ACTR2_ACTR3_ARPC1B_ARPC2_ARPC3_ARPC4_ARPC5
PSME3
PSME1_PSME2
PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD10_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD5_PSMD6_PSMD7_PSMD8_PSMD9
PFDN1_PFDN2_PFDN4_PFDN5_PFDN6_VBP1
AP1B1_AP1G1_AP1G2_AP1M1_AP1M2_AP1S1_AP1S2_AP1S3
BCL6_HDAC1_MBD3_MTA2_MTA3
APH1A_NCSTN_PSEN1_PSENEN
DNMT3B_HDAC1_KIF4A_SIN3A_SMARCA5_SMC2_SMC4
RAB5A_RABEP1_RABGEF1
HDAC1_HDAC2_RBBP4_RBBP7_SAP18_SAP30_SIN3A
HDAC4_MAPK3
HDAC4_MAPK1
GPS2_HDAC3_NCOR2_TBL1X_TBL1XR1
AP3B1_AP3B2_AP3D1_AP3M1_AP3M2_AP3S1_AP3S2
CHD4_HDAC1_HDAC2_MBD3_MTA2_RBBP4_RBBP7
CHD4_HDAC1_HDAC2_MBD2_MBD3_MTA2_RBBP4_RBBP7
RAD21_SMC1A_SMC3_STAG1
RAD21_SMC1A_SMC3_STAG2
MED1_MED12_MED14_MED16_MED17_MED24_THRA_THRAP3
AP4B1_AP4E1_AP4M1_AP4S1
RAD51B_RAD51C_RAD51D_XRCC2
MRE11_RAD50
HOMER3_ITPR3_TRPC1
CUL1_RBX1_SKP1_SKP2
CUL7_FBXW8_RBX1_SKP1
ACTB_ARID1A_CARM1_SCYL1_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
NUP107_NUP133_NUP160_NUP37_NUP43_NUP85_NUP98_SEC13_SEH1L
EXOC1_EXOC2_EXOC3_EXOC4_EXOC5_EXOC6_EXOC7_EXOC8
FANCA_FANCC_FANCF_FANCG
CD28_NCL
ANAPC1_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC27
BAZ1A_SMARCA5
NAA15_XRCC5_XRCC6
ANAPC1_ANAPC10_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC27
EP300_MDM2_TP53
BPTF_RBBP4_RBBP7_SMARCA1
ERCC2_ERCC3_GTF2B_GTF2E1_GTF2E2_GTF2F1_GTF2F2_GTF2H1_GTF2H2_GTF2H3_GTF2H4_POLR2A_POLR2B_POLR2C_POLR2D_POLR2E_POLR2F_POLR2G_POLR2H_POLR2I_POLR2J_POLR2K_POLR2L_TBP
POLR2A_POLR2B_POLR2C_POLR2D_POLR2E_POLR2F_POLR2G_POLR2H_POLR2I_POLR2J_POLR2K_POLR2L
EED_EZH2_RBBP4_RBBP7_SUZ12
CCNH_CDK7_ERCC2_ERCC3_GTF2H1_GTF2H2_GTF2H3_GTF2H4_MNAT1
SNAPC1_SNAPC2_SNAPC3_SNAPC4_SNAPC5
BMI1_CBX2_CBX4_CBX8_HSPA1A_PHC1_PHC2_PHC3_RING1_RNF2_SCMH1_SMARCA5
BMI1_CBX2_CBX4_CBX8_HSPA1A_PHC1_PHC2_PHC3_RING1_RNF2_SCMH1_SMARCA5_YY1
ADGRG1_CD81_GNA11_GNAQ_GNB1
PIGA_PIGC_PIGH_PIGQ
LTA_LTB_LTBR
POP1_POP4_POP5_POP7_RPP14_RPP21_RPP25_RPP30_RPP38_RPP40
CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1
BEX2_LDB1_LMO2_NHLH2
APH1A_BSG_NCSTN_PSEN1_PSENEN
APBB1_APP_LRP1
AP1AR_AP1B1_AP1G1_AP1G2_AP1M1_AP1M2_AP1S1_AP1S2_AP1S3
ACTB_ACTL6A_ARID2_PBRM1_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
GTF2E1_GTF2E2
TAF1_TAF10_TAF11_TAF2_TAF4_TAF5_TAF6_TAF9_TBP
DERL1_GEMIN4_SYVN1
NCAPD2_NCAPG_NCAPH_PARP1_SMC2_SMC4_XRCC1
COG1_COG2_COG3_COG4_COG5_COG6_COG7_COG8
OGT_TRAK1_TRAK2
MT-ND1_MT-ND2_MT-ND3_MT-ND4L_MT-ND5_MT-ND6_NDUFA1_NDUFA10_NDUFA11_NDUFA12_NDUFA13_NDUFA2_NDUFA3_NDUFA4_NDUFA5_NDUFA6_NDUFA7_NDUFA8_NDUFA9_NDUFAB1_NDUFB1_NDUFB10_NDUFB11_NDUFB2_NDUFB3_NDUFB4_NDUFB5_NDUFB6_NDUFB7_NDUFB8_NDUFB9_NDUFC1_NDUFC2_NDUFS1_NDUFS2_NDUFS3_NDUFS4_NDUFS5_NDUFS6_NDUFS7_NDUFS8_NDUFV1_NDUFV2_NDUFV3
PPP1CA_PPP1R10
PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD13_PSMD4
ACTB_ACTG1_ACTL6A_ACTL6B_ARID1A_ARID1B_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7
PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSME1_PSME2
PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD10_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD5_PSMD6_PSMD7_PSMD8_PSMD9_PSME1_PSME2
PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSME3
BRCA1_MRE11_NBN_RAD50
CUL2_ELOB_ELOC_RBX1_VHL
ASB2_CUL5_ELOB_ELOC_RNF7
ASB1_CUL5_ELOB_ELOC_RNF7
ASB6_CUL5_ELOB_ELOC_RNF7
ASB7_CUL5_ELOB_ELOC_RNF7
ASB12_CUL5_ELOB_ELOC_RNF7
LIG3_XRCC1
LIG4_XRCC1
CUL5_ELOB_ELOC_RBX1_WSB1
MED1_MED14_MED17_MED23_MED24_MED26_MED27_MED7
CAND1_CUL1_RBX1
CDKN2A_HUWE1_NPM1
CAND1_CUL2_RBX1
CAND1_CUL3_RBX1
CAND1_CUL4A_RBX1
CAND1_CUL4B_RBX1
CCNC_CDK8_MED1_MED14_MED21_MED24_MED31_MED6
CCNC_CDK8_MED10_MED14_MED21_MED23_MED6
CCNC_CDK19_CDK8_MED1_MED10_MED11_MED12_MED13_MED13L_MED14_MED15_MED16_MED17_MED18_MED19_MED20_MED21_MED22_MED23_MED24_MED25_MED26_MED27_MED28_MED29_MED30_MED31_MED4_MED6_MED7_MED8_MED9
ACAD8_MED1_MED12_MED13_MED14_MED15_MED17_MED23_MED24_MED25_MED26_MED4_MED6_MED7_MED8
BAZ1A_CHRAC1_POLE3_SMARCA5
BAZ1B_SMARCA5
ACTL6A_ARID1A_BRCA1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD2_SMARCE1
BRCA1_RBBP8_ZNF350
BRCA1_BRIP1
CCNB1_CDK1_RALBP1
BLM_FANCA_FANCC_FANCE_FANCF_FANCG_FANCL_MLH1_RMI1_RPA1_RPA2_RPA3_TOP3A
FAAP100_FANCA_FANCB_FANCC_FANCE_FANCF_FANCG_FANCL_RMI1
BLM_MLH1_RMI1_TOP3A
AP2A1_CCNB1_EPN1_NUMB_RALBP1
BLM_FANCA_FANCC_FANCE_FANCF_FANCG_FANCL_RPA1_RPA2_RPA3_TOP3A
RAD51C_XRCC3
MND1_PSMC3IP
RAD51B_RAD51C_RAD51D_XRCC2_XRCC3
RAD51D_XRCC2
ATR_ATRIP
RAD17_RFC2_RFC3_RFC4_RFC5
HUS1_RAD1_RAD9A
HUS1_RAD1_RAD17_RAD9A_RFC2_RFC3_RFC4_RFC5
RFC2_RFC4_RFC5
GAPDH_HMGB1_HMGB2_HSPA8_PDIA3
NELFA_NELFB_NELFCD_NELFE
BAZ1A_CHD3_HDAC1_HDAC2_MBD2_MBD3_MTA1_MTA2_RAD21_RBBP4_RBBP7_SMARCA5_SMC1A_SMC3_STAG1_STAG2
MED1_MED14_MED15_MED17_MED21_MED23_MED24_MED25_MED26_MED6_MED7
MLH1_PCNA_PMS1
