NFYA_NFYB_NFYC
MSH2_MSH6_PCNA
CCNC_CDK8_MED1_MED12_MED13_MED14_MED15_MED17_MED21_MED23_MED24_MED25_MED6_MED7
CCNC_CDK8_MED1_MED12_MED13_MED14_MED15_MED17_MED21_MED23_MED24_MED25_MED26_MED6_MED7
MLH1_MSH2_PCNA_PMS2
MLH1_MSH2_PMS2
PCNA_POLD1_POLD2_POLD3_POLD4
APEX1_CITED1_HIF1A_STAT3
CITED1_IRF3
MED10_MED14_MED16_MED17_MED20_MED21_MED24_MED27_MED31_MED6_MED7_THRAP3
CCNC_CDK8_MED1_MED10_MED12_MED13_MED14_MED16_MED17_MED20_MED21_MED24_MED27_MED31_MED6_MED7_THRAP3
ACTL6A_ACTR5_ACTR8_INO80_INO80B_INO80C_INO80D_INO80E_MCRS1_NFRKB_RUVBL1_RUVBL2_TCF3
ACTL6A_ACTR6_EAF2_H2AZ1_RUVBL1_RUVBL2_SRCAP_VPS72_YEATS4_ZNHIT1
FAU_RPS10_RPS11_RPS12_RPS13_RPS14_RPS15_RPS15A_RPS16_RPS17_RPS18_RPS19_RPS2_RPS20_RPS21_RPS23_RPS24_RPS25_RPS26_RPS27_RPS27A_RPS28_RPS29_RPS3_RPS3A_RPS4X_RPS4Y1_RPS5_RPS6_RPS7_RPS8_RPS9_RPSA
FAU_RPL10_RPL10A_RPL11_RPL12_RPL13_RPL13A_RPL14_RPL15_RPL17_RPL18_RPL18A_RPL19_RPL21_RPL22_RPL23_RPL23A_RPL24_RPL26_RPL27_RPL27A_RPL28_RPL29_RPL3_RPL30_RPL31_RPL32_RPL34_RPL35_RPL35A_RPL36_RPL36A_RPL37_RPL37A_RPL38_RPL39_RPL4_RPL41_RPL5_RPL6_RPL7_RPL7A_RPL8_RPL9P9_RPLP0_RPLP1_RPLP2_RPS10_RPS11_RPS12_RPS13_RPS14_RPS15_RPS15A_RPS16_RPS17_RPS18_RPS19_RPS2_RPS20_RPS21_RPS23_RPS24_RPS25_RPS26_RPS27_RPS27A_RPS28_RPS29_RPS3_RPS3A_RPS4X_RPS4Y1_RPS5_RPS6_RPS7_RPS8_RPS9_RPSA_UBA52
RPL10_RPL10A_RPL11_RPL12_RPL13_RPL13A_RPL14_RPL15_RPL17_RPL18_RPL18A_RPL19_RPL21_RPL22_RPL23_RPL23A_RPL24_RPL26_RPL27_RPL27A_RPL28_RPL29_RPL3_RPL30_RPL31_RPL32_RPL34_RPL35_RPL35A_RPL36_RPL36A_RPL37_RPL37A_RPL38_RPL39_RPL4_RPL41_RPL5_RPL6_RPL7_RPL7A_RPL8_RPL9P9_RPLP0_RPLP1_RPLP2_UBA52
CCNB1_CCNB2_CCND1_CDK1_CDKN1A_PCNA
CCND1_CDK2_CDKN1A_PCNA
CCND1_CDK4_CDKN1A_PCNA
CCND1_CCND3_CDK5_CDKN1A_PCNA
CDKN1A_PCNA
DAP3_MRPS10_MRPS11_MRPS12_MRPS14_MRPS15_MRPS16_MRPS17_MRPS18A_MRPS18B_MRPS18C_MRPS2_MRPS21_MRPS22_MRPS23_MRPS24_MRPS25_MRPS26_MRPS27_MRPS28_MRPS30_MRPS31_MRPS33_MRPS34_MRPS35_MRPS36_MRPS5_MRPS6_MRPS7_MRPS9
DAP3_LACTB_MRPL1_MRPL10_MRPL11_MRPL12_MRPL13_MRPL14_MRPL15_MRPL16_MRPL17_MRPL18_MRPL19_MRPL2_MRPL20_MRPL21_MRPL22_MRPL23_MRPL24_MRPL27_MRPL28_MRPL3_MRPL30_MRPL32_MRPL33_MRPL34_MRPL35_MRPL36_MRPL37_MRPL38_MRPL39_MRPL4_MRPL40_MRPL41_MRPL42_MRPL43_MRPL44_MRPL45_MRPL46_MRPL47_MRPL48_MRPL49_MRPL50_MRPL51_MRPL52_MRPL53_MRPL54_MRPL55_MRPL9_MRPS10_MRPS11_MRPS12_MRPS14_MRPS15_MRPS16_MRPS17_MRPS18A_MRPS18B_MRPS18C_MRPS2_MRPS21_MRPS22_MRPS23_MRPS24_MRPS25_MRPS26_MRPS27_MRPS28_MRPS30_MRPS31_MRPS33_MRPS34_MRPS35_MRPS36_MRPS5_MRPS6_MRPS7_MRPS9
LACTB_MRPL1_MRPL10_MRPL11_MRPL12_MRPL13_MRPL14_MRPL15_MRPL16_MRPL17_MRPL18_MRPL19_MRPL2_MRPL20_MRPL21_MRPL22_MRPL23_MRPL24_MRPL27_MRPL28_MRPL3_MRPL30_MRPL32_MRPL33_MRPL34_MRPL35_MRPL36_MRPL37_MRPL38_MRPL39_MRPL4_MRPL40_MRPL41_MRPL42_MRPL43_MRPL44_MRPL45_MRPL46_MRPL47_MRPL48_MRPL49_MRPL50_MRPL51_MRPL52_MRPL53_MRPL54_MRPL55_MRPL9
XRCC5_XRCC6
MATR3_NONO_SFPQ
AHNAK_LIG4_XRCC4
FAU_RPS10_RPS11_RPS12_RPS13_RPS14_RPS15_RPS15A_RPS16_RPS17_RPS18_RPS19_RPS2_RPS20_RPS21_RPS23_RPS24_RPS25_RPS26_RPS27A_RPS28_RPS29_RPS3_RPS3A_RPS4X_RPS5_RPS6_RPS7_RPS8_RPS9_RPSA
SGCA_SGCB_SGCD_SGCG_SSPN
LIG4_PNKP_XRCC4
ACIN1_ALYREF_AQR_BCAS2_BUD13_BUD31_CACTIN_CD2BP2_CDC40_CDC5L_CDK12_CFAP20_CIRBP_CPSF6_CRNKL1_CTNNBL1_CWC15_CWC22_DDX17_DDX23_DDX39B_DDX3X_DDX41_DDX46_DDX5_DHX15_DHX16_DHX38_DHX8_DHX9_DNAJC8_EFTUD2_EIF4A3_ESS2_FNBP3_HTATSF1_IGF2BP3_IK_ISY1_LSM2_LSM3_LSM4_LSM6_LSM7_LUC7L3_MAGOH_MFAP1_MOV10_MTREX_NCBP1_NCBP2_NUDT21_PABPC1_PAXBP1_PLRG1_PPIE_PPIH_PPIL1_PPIL2_PPIL3_PPM1G_PPWD1_PRPF18_PRPF19_PRPF3_PRPF31_PRPF4_PRPF40A_PRPF4B_PRPF6_PRPF8_PUF60_RBM15_RBM17_RBM22_RBM25_RBM39_RBM8A_RNPS1_SART1_SF1_SF3A1_SF3A2_SF3A3_SF3B1_SF3B2_SF3B3_SF3B4_SF3B6_SLU7_SMNDC1_SMU1_SNRNP200_SNRNP27_SNRNP40_SNRNP70_SNRPA_SNRPA1_SNRPB_SNRPB2_SNRPC_SNRPD1_SNRPD2_SNRPD3_SNRPE_SNRPF_SNRPG_SNU13_SNW1_SPEN_SRRM1_SRRM2_SRRT_SRSF1_SRSF11_SRSF2_SRSF3_SRSF4_SRSF5_SRSF6_SRSF7_SRSF9_SYF2_TCERG1_TFIP11_THOC1_THOC2_THOC3_THOC5_THOC6_THOC7_TRA2B_TRIR_TXNL4A_U2AF1_U2AF2_U2SURP_USP39_VIRMA_WBP11_WTAP_XAB2_ZNF207
LIG4_SMC2_SMC4
LIG4_NHEJ1_XRCC4
DCLRE1C_PRKDC
LIG3_PNKP_POLB_XRCC1
ERCC1_ERCC4_MSH2
MLH1_MSH2_MSH6_PMS2
MLH1_MSH2_MSH6_PMS1
MSH2_MSH3
MLH1_MSH2_MSH6_PCNA_PMS2
RNF123_UBAC1
CUL1_FBXW2_SKP1
CUL4A_DDB1_RBX1
SUCLA2_SUCLG1
IDH1
EXO1_MLH1_PMS2
FNTA_FNTB
CAV3_DAG1
EXO1_MLH1_PCNA
GPS2_MSH4_MSH5
MEP1A_MEP1B
MOCS2_MOCS2
PIK3C3_PIK3R4
DHX15_PDCD7_PRPF8_RNPC3_SF3B1_SF3B2_SF3B3_SF3B4_SF3B5_SF3B6_SNRNP25_SNRNP35_SNRNP48_SNRPB_SNRPD1_SNRPD2_SNRPD3_SNRPE_SNRPF_SNRPG_YBX1_ZCRB1_ZMAT5_ZRSR2
HSPA1A_NOS1_STUB1
ATM_BLM_BRCA1_MLH1_MRE11_MSH2_MSH6_NBN_RAD50_RFC1_RFC2_RFC4
BLM_BRCA1_MLH1_MSH2_MSH6_RFC1_RFC2_RFC4
ATM_BRCA1_MLH1_RFC1_RFC2_RFC4
BRCA1_MSH6_RAD50
BRCA1_KAT2A_MSH2_MSH6_SUPT3H_TADA3_TAF10_TAF5L_TAF9_TRRAP
ESR1_KAT2A_MED1_MED12_MED13_MED14_MED16_MED17_MED23_MED24_TRRAP
BACH1_ERCC3_GJB6_KLF10_MXI1_PSMC3_SMAD9_TGFBI
ATXN7_KAT2A_SF3B3_SUPT3H_TADA3_TAF10_TAF12_TAF2_TAF4_TAF5_TAF5L_TAF6_TAF6L_TAF7_TAF9_TRRAP
CRB1_PALS1_PATJ
CRB1_MPP4_PALS1
TAF1_TAF10_TAF11_TAF12_TAF13_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
APH1B_NCSTN_PSEN2_PSENEN
APH1A_NCSTN_PSEN2_PSENEN
TAF1_TAF10_TAF11_TAF12_TAF13_TAF2_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
ATXN7_KAT2A_SF3B3_SUPT3H_TADA3_TAF10_TAF12_TAF13_TAF2_TAF4_TAF5_TAF5L_TAF6_TAF6L_TAF7_TAF9_TRRAP
KAT2B_SUPT3H_TADA2A_TADA3_TAF10_TAF12_TAF5L_TAF6L_TAF9_TRRAP
P4HA1_P4HB
P4HA3_P4HB
KAT2A_SF3B3_SUPT3H_SUPT7L_TADA1_TADA3_TAF10_TAF12_TAF5L_TAF6L_TAF9_TRRAP
ATXN7_KAT2A_SF3B3_SUPT3H_SUPT7L_TADA1_TADA3_TAF10_TAF12_TAF5L_TAF6L_TAF9_TRRAP
KAT2A_SUPT3H_TAF9
TAF1_TAF10_TAF11_TAF12_TAF13_TAF4_TAF4B_TAF5_TAF6_TAF7_TAF9_TBP
ACTA2_MYH9_MYL12A_MYL6_WAS_WIPF1
GTF2A1_GTF2A2_TAF1_TAF10_TAF11_TAF12_TAF13_TAF2_TAF3_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
GTF2A1_GTF2A2_GTF2B_TAF1_TAF10_TAF11_TAF12_TAF13_TAF2_TAF3_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
TAF12_TAF4
TAF1_TAF10_TAF11_TAF12_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
TAF1_TAF10_TAF11_TAF12_TAF13_TAF15_TAF4_TAF5_TAF6_TAF7_TAF9_TBP
ATXN7_KAT2A_SF3B3_SUPT3H_TADA3_TAF10_TAF12_TAF2_TAF4_TAF5_TAF5L_TAF6_TAF6L_TAF7_TAF9_TAF9B_TRRAP
TAF1_TAF10_TAF11_TAF12_TAF13_TAF4_TAF5_TAF6_TAF7_TAF9_TAF9B_TBP
AKAP5_PPP3CA_PRKAR2A
AKAP12_PDE4D_PRKACA
AKAP1_MYCBP_PRKAR2B
AKAP9_KCNQ1_PPP1CA_PRKACA_PRKAR2A
CDH1_CTNNB1_PKD1
CDH1_CTNNB1_FLOT2_PKD1
ACTL6A_KAT5_RUVBL1_RUVBL2_TRRAP
TRPC3_TRPC4
ACTL6A_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MEAF6_MORF4L1_MORF4L2_MRGBP_RUVBL1_RUVBL2_TRRAP_YEATS4
ACTL6A_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MEAF6_MORF4L1_MORF4L2_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4
ERCC1_ERCC4_XPA
IMP3_IMP4_MPHOSPH10
CCNC_MED1_MED10_MED12_MED13_MED14_MED16_MED17_MED21_MED24_MED27_MED31_MED4_MED6_THRA_THRAP3
TRPC1_TRPC3_TRPC7
IGF1_IGFALS_IGFBP3
CCNC_CDK8_MED1_MED12_MED13_MED14_MED16_MED17_MED21_MED24_MED27_MED4_MED6_THRAP3
MED1_MED12_MED13_MED14_MED16_MED17_MED23_MED24_MED26_MED4_MED6_MED7_RXRB_VDR
CAV1_NOS3_NOSTRIN
DNTT_DNTTIP2_H2AC20_H2BC21_H3C8_H4-16
IFNAR1_IFNAR2_IFNB1
ITPR1_RHOA_TRPC1
ACTL6A_ARID2_PBRM1_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCE1
ACTL6A_ARID1A_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCE1
ACTL6A_ARID2_PBRM1_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
CAV1_GNA11_ITPR3_TRPC1
TRPM6_TRPM7
DCP1A_DCP2_DDX6_EDC3_EDC4
LSM1_LSM2_LSM3_LSM4_LSM5_LSM6_LSM7
LSM2_LSM3_LSM4_LSM5_LSM6_LSM7_LSM8
ATP5F1A_ATP5F1B_ATP5F1C_ATP5F1D_ATP5F1E_ATP5IF1_ATP5MC1_ATP5ME_ATP5MF_ATP5MG_ATP5PB_ATP5PD_ATP5PF_ATP5PO_MT-ATP6_MT-ATP8
ACTL6A_ARID1A_SMARCA2_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
ACTB_ACTL6A_ARID1A_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1
ARID1A_CREBBP_EP300_SMARCA4_SMARCB1_SMARCC1_SMARCC2
ARID1A_CREBBP_EP300
MAP3K8_NFKB1_TNIP2
FHL2_HIPK2_TP53
BCL6_CHD4_HDAC1_MBD3_MTA3
CHD4_HDAC1_HDAC2_MBD3_MTA1_MTA3_RBBP4_RBBP7
ARID4B_HDAC1_HDAC2_RBBP4_RBBP7_SAP130_SAP30_SIN3A
ARID4B_HDAC1_HDAC2_RBBP4_RBBP7_SAP130_SAP30_SIN3A_SUDS3
DPP10_KCND2
ARID4B_HDAC1_HDAC2_RBBP4_RBBP7_SAP30_SIN3A
TIMM17A_TIMM17B_TIMM23_TIMM44
KANSL1_KAT8_MSL2_MSL3
CHTF18_CHTF8_DSCC1
CHTF18_CHTF8_DSCC1_RFC3
CHD3_CHD4_HDAC1_HDAC2_KDM1A_MTA1_RBBP4
APBA1_CASK_LIN7C
MRE11_NBN_RAD50_TERF2
HDAC1_HDAC2_HMG20B_KDM1A_PHF21A_RCOR1_ZNF217
CUL2_ELOB_ELOC_VHL
TIMM10_TIMM9
KDM1A_RCOR1
CTBP1_HDAC1_HMG20A_HMG20B_HSPA1A_HSPA1B_KDM1A_PHF21A_PHF21B_RCOR1_RCOR3_RREB1_ZMYM2_ZNF217
MRE11_NBN_RAD50_TRRAP
BLM_TBPL1
AURKA_CKAP5_TACC1
